custom/routes_completed,custom/total_reward,custom/mean_reward,custom/avg_speed,custom/avg_center_dev,custom/total_distance,time/episodes,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates
0.007481296758104738,-20.15933206836891,-0.7753589257064966,10.37266253038024,0.7455974514788644,4.64217690192163,,,,,,,0.40525607466697694,1.5446166849136354,0.00037725099693921877,569
0.03125,-19.93255452773389,-0.7973021811093556,9.746054148311199,0.714843579526283,4.166616864968091,,,,,,,0.26452127993106844,1.579916729927063,0.000376980232911875,594
0.0072992700729927005,-20.1028245115654,-0.804112980462616,9.146721341846426,0.6661933591043022,3.861735640093684,,,,,,,0.40559843461960554,1.6394388576348622,0.000376720391136875,618
,,,,,,188,3,10606,-23.5869994,2760,51.77,,,,
0.023809523809523808,-20.089161853267314,-0.8035664741306925,9.192527419661573,0.700748657577932,3.903045457554981,,,,,,,0.3629500176757574,1.693231110771497,0.000376460639181875,642
0.015384615384615385,-20.040320010180125,-0.7707815388530818,10.221219772287318,0.6890365197885024,4.565970267634839,,,,,,,0.3236152945707242,1.710713932911555,0.0003762009770468751,666
0.011904761904761904,-20.10544237405658,-0.7732862451560223,10.336016236175324,0.7210007218197211,4.656003484036773,,,,,,,0.3491733579337597,1.734066491127014,0.00037593059116796876,691
0.0049504950495049506,-19.93987927827397,-0.7669184337797681,10.375417777012236,0.7640770414476022,4.661798336775973,,,,,,,0.3167810276150703,1.8075054168701172,0.0003756603027500001,716
,,,,,,192,3,10705,-23.219321170000004,2790,50.07,,,,
0.05128205128205128,-20.43245890298218,-0.8172983561192873,9.272268076499243,0.7048140035461903,3.9059915924444795,,,,,,,0.3070545965433121,1.7890122747421264,0.00037539011179296873,741
